2025-08-13 14:11:11.613 | INFO     | app.main:dispatch:135 - Request started
2025-08-14 19:51:22.368 | INFO     | app.main:dispatch:142 - Request started
2025-08-14 19:51:22.398 | INFO     | app.main:dispatch:144 - Request completed
2025-08-14 19:54:54.633 | INFO     | app.main:dispatch:142 - Request started
2025-08-14 19:54:54.655 | INFO     | app.main:dispatch:144 - Request completed
2025-08-14 20:01:37.496 | INFO     | app.main:dispatch:142 - Request started
2025-08-14 20:01:37.534 | INFO     | app.main:dispatch:144 - Request completed
2025-08-14 20:02:18.730 | INFO     | app.main:dispatch:142 - Request started
2025-08-14 20:02:18.752 | INFO     | app.main:dispatch:144 - Request completed
2025-08-14 20:02:27.242 | INFO     | app.main:dispatch:142 - Request started
2025-08-14 20:02:27.254 | INFO     | app.main:dispatch:144 - Request completed
2025-08-14 20:02:48.023 | INFO     | app.main:dispatch:142 - Request started
2025-08-14 20:02:48.037 | INFO     | app.main:dispatch:144 - Request completed
2025-08-14 20:07:55.985 | INFO     | app.main:dispatch:142 - Request started
2025-08-14 20:07:56.234 | INFO     | app.main:dispatch:144 - Request completed
2025-08-14 20:07:57.269 | INFO     | app.main:dispatch:142 - Request started
2025-08-14 20:07:57.497 | INFO     | app.main:dispatch:144 - Request completed
2025-08-14 20:07:58.250 | INFO     | app.main:dispatch:142 - Request started
2025-08-14 20:07:58.480 | INFO     | app.main:dispatch:144 - Request completed
2025-08-14 20:07:59.134 | INFO     | app.main:dispatch:142 - Request started
2025-08-14 20:07:59.361 | INFO     | app.main:dispatch:144 - Request completed
2025-08-14 20:08:00.066 | INFO     | app.main:dispatch:142 - Request started
2025-08-14 20:08:00.285 | INFO     | app.main:dispatch:144 - Request completed
2025-08-14 20:08:00.944 | INFO     | app.main:dispatch:142 - Request started
2025-08-14 20:08:00.947 | INFO     | app.main:dispatch:144 - Request completed
2025-08-14 21:45:25.477 | INFO     | app.main:dispatch:146 - Request started
2025-08-14 21:45:25.477 | INFO     | app.main:dispatch:148 - Request completed
2025-08-14 21:45:25.651 | INFO     | app.main:dispatch:146 - Request started
2025-08-14 21:45:25.669 | INFO     | app.main:dispatch:148 - Request completed
2025-08-18 22:51:02.967 | INFO     | app.main:dispatch:146 - Request started
2025-08-18 22:51:02.975 | INFO     | app.main:dispatch:148 - Request completed
2025-08-18 22:51:04.089 | INFO     | app.main:dispatch:146 - Request started
2025-08-18 22:51:04.120 | INFO     | app.main:dispatch:148 - Request completed
2025-08-18 22:54:42.659 | INFO     | app.main:dispatch:146 - Request started
2025-08-18 22:54:42.945 | INFO     | app.main:dispatch:148 - Request completed
2025-08-18 23:05:00.805 | INFO     | app.main:dispatch:146 - Request started
2025-08-18 23:05:00.809 | INFO     | app.main:dispatch:148 - Request completed
2025-08-18 23:05:01.105 | INFO     | app.main:dispatch:146 - Request started
2025-08-18 23:05:01.126 | INFO     | app.main:dispatch:148 - Request completed
2025-08-18 23:05:06.657 | INFO     | app.main:dispatch:146 - Request started
2025-08-18 23:05:06.955 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 04:28:56.605 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 04:28:56.608 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 04:28:57.575 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 04:28:57.610 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 04:29:08.954 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 04:29:09.002 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 04:29:16.210 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 04:29:16.222 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 04:31:22.680 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 04:31:23.453 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 04:31:35.636 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 04:31:36.362 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 04:34:05.965 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 04:34:06.671 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 04:34:46.592 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 04:34:46.626 | WARNING  | app.main:http_exception_handler:115 - HTTPException on GET http://127.0.0.1:8000/api/v1/managers/me: Authentication error: 'User' object has no attribute 'is_active'
2025-08-20 04:34:46.626 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 04:37:11.867 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 04:37:11.900 | WARNING  | app.main:http_exception_handler:115 - HTTPException on GET http://127.0.0.1:8000/api/v1/managers/me: Authentication error: 401: Manager not found
2025-08-20 04:37:11.900 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 04:39:05.098 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 04:39:05.841 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 04:39:20.357 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 04:39:21.023 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 04:39:38.372 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 04:39:38.398 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 04:40:04.257 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 04:40:04.723 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 04:40:23.799 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 04:40:23.810 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:04:58.481 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:04:58.483 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:04:58.782 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:04:58.900 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:05:19.148 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:05:19.201 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:12:42.028 | INFO     | app.main:dispatch:148 - Request started
2025-08-20 05:12:42.029 | INFO     | app.main:dispatch:150 - Request completed
2025-08-20 05:12:42.305 | INFO     | app.main:dispatch:148 - Request started
2025-08-20 05:12:42.334 | INFO     | app.main:dispatch:150 - Request completed
2025-08-20 05:24:11.153 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:24:11.171 | WARNING  | app.main:validation_exception_handler:98 - Validation error on POST http://localhost:8000/api/v1/gameweeks: [{'type': 'missing', 'loc': ('query', 'gw_number'), 'msg': 'Field required', 'input': None}]
2025-08-20 05:24:11.171 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:24:11.453 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:24:11.681 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:24:11.930 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:24:11.940 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:24:12.203 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:24:12.206 | WARNING  | app.main:http_exception_handler:115 - HTTPException on GET http://localhost:8000/api/v1/auth/me: Could not validate credentials
2025-08-20 05:24:12.206 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:24:12.452 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:24:12.480 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:24:12.751 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:24:12.751 | WARNING  | app.main:validation_exception_handler:98 - Validation error on GET http://localhost:8000/api/v1/players/stats?sort=goals&page=1&page_size=20: [{'type': 'int_parsing', 'loc': ('path', 'player_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': 'stats'}]
2025-08-20 05:24:12.751 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:24:13.012 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:24:13.014 | WARNING  | app.main:validation_exception_handler:98 - Validation error on POST http://localhost:8000/api/v1/managers/PASTE_YOUR_MANAGER_ID_HERE/squad: [{'type': 'json_invalid', 'loc': ('body', 29), 'msg': 'JSON decode error', 'input': {}, 'ctx': {'error': 'Expecting value'}}]
2025-08-20 05:24:13.015 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:24:13.417 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:24:13.419 | WARNING  | app.main:http_exception_handler:115 - HTTPException on GET http://localhost:8000/api/v1/managers/PASTE_YOUR_MANAGER_ID_HERE/squad: Could not validate credentials
2025-08-20 05:24:13.419 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:24:13.722 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:24:13.722 | WARNING  | app.main:http_exception_handler:115 - HTTPException on GET http://localhost:8000/api/v1/managers/PASTE_YOUR_MANAGER_ID_HERE/overview: Could not validate credentials
2025-08-20 05:24:13.722 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:24:14.002 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:24:14.002 | WARNING  | app.main:http_exception_handler:115 - HTTPException on POST http://localhost:8000/api/v1/managers/PASTE_YOUR_MANAGER_ID_HERE/transfers: Could not validate credentials
2025-08-20 05:24:14.002 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:24:14.284 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:24:14.306 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:24:14.580 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:24:14.592 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:49:51.119 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:49:51.122 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:49:51.314 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:49:51.323 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:52:02.389 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:52:02.411 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:52:13.700 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:52:13.709 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:53:46.477 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:53:46.488 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:54:23.002 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:54:23.055 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:54:32.928 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:54:32.940 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:54:39.752 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:54:39.759 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 05:57:57.071 | INFO     | app.main:dispatch:146 - Request started
2025-08-20 05:57:57.072 | WARNING  | app.main:http_exception_handler:115 - HTTPException on GET http://127.0.0.1:8000/api/v1/managers/1/squad: Not authenticated
2025-08-20 05:57:57.072 | INFO     | app.main:dispatch:148 - Request completed
2025-08-20 06:19:23.880 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 06:19:23.882 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 06:19:24.023 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 06:19:24.112 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 06:19:30.716 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 06:19:30.738 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 06:19:42.246 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 06:19:42.251 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 06:21:31.632 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 06:21:31.744 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 06:21:45.904 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 06:21:45.913 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 06:21:59.920 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 06:21:59.925 | WARNING  | app.main:validation_exception_handler:107 - Validation error on GET http://127.0.0.1:8000/api/v1/players/stats?gw_id=1&sort=cumulative_points&page=1&page_size=20: [{'type': 'int_parsing', 'loc': ('path', 'player_id'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': 'stats'}]
2025-08-20 06:21:59.925 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 06:23:56.389 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 06:23:56.390 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 06:23:56.498 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 06:23:56.564 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 06:24:01.678 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 06:24:01.707 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 06:24:15.654 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 06:24:15.659 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 06:24:34.176 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 06:24:34.181 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 06:24:42.516 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 06:24:42.524 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 06:24:51.419 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 06:24:51.423 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 06:25:09.217 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 06:25:09.222 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 06:25:17.127 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 06:25:17.130 | WARNING  | app.main:validation_exception_handler:107 - Validation error on GET http://127.0.0.1:8000/api/v1/scoring/live: [{'type': 'int_parsing', 'loc': ('path', 'gameweek'), 'msg': 'Input should be a valid integer, unable to parse string as an integer', 'input': 'live'}]
2025-08-20 06:25:17.131 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 06:25:56.919 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 06:25:56.928 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 23:43:41.935 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 23:43:41.937 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 23:43:42.057 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 23:43:42.265 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 23:43:59.484 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 23:43:59.580 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 23:44:46.809 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 23:44:46.999 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 23:47:32.753 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 23:47:32.973 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 23:47:55.190 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 23:47:55.391 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 23:48:11.088 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 23:48:11.137 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 23:48:26.960 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 23:48:26.992 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 23:48:35.696 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 23:48:35.724 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 23:48:46.876 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 23:48:46.902 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 23:48:57.232 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 23:48:57.559 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 23:49:37.588 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 23:49:37.670 | INFO     | app.main:dispatch:157 - Request completed
2025-08-20 23:50:21.744 | INFO     | app.main:dispatch:155 - Request started
2025-08-20 23:50:21.764 | INFO     | app.main:dispatch:157 - Request completed
